id	scene_id	person	gender	original_line	line	metadata	filename
401501	227	DR. MITCHELL	U	Dr. Mitchell: Look at this, it's from the cellars of Ernest and Tova Borgnine, so how could we resist?	Look at this, it's from the cellars of Ernest and Tova Borgnine, so how could we resist?	Look_VV0 at_II this_DD1 it_PPH1 's_VBZ from_II the_AT cellars_NN2 of_IO Ernest_NP1 and_CC Tova_NP1 Borgnine_NP1 so_RR how_RRQ could_VM we_PPIS2 resist_VVI ?_?	0117.txt
401601	227	RACHEL	F	Rachel: Oh, that's great. Look at that.	Oh, that's great. Look at that.	Oh_UH that_DD1 's_VBZ great_JJ ._. Look_VV0 at_II that_DD1 ._.	0117.txt
401701	227	DR. ROSEN	U	Dr. Rosen: So, Monica, how's the ankle?	So, Monica, how's the ankle?	So_RR Monica_NP1 how_RRQ 's_VBZ the_AT ankle_NN1 ?_?	0117.txt
401801	227	MONICA	F	Monica: It's uh...	It's uh...	It_PPH1 's_VBZ uh_UH ..._...	0117.txt
401901	227	MONICA 	F	Monica : ..well, why don't you tell them? After all it, is your ankle.	..well, why don't you tell them? After all it, is your ankle.	.._... well_RR why_RRQ do_VD0 n't_XX you_PPY tell_VVI them_PPHO2 ?_? After_II all_DB it_PPH1 is_VBZ your_APPGE ankle_NN1 ._.	0117.txt
402001	227	RACHEL 	F	Rachel : You know what, it's feeling a lot better, thank you, um... Well, listen, why don't you two sit down and, and we'll get you some glasses... okay... (They don't know what to do with their coats and Monica points to the living room) STAT!	You know what, it's feeling a lot better, thank you, um... Well, listen, why don't you two sit down and, and we'll get you some glasses... okay... STAT!	You_PPY know_VV0 what_DDQ it_PPH1 's_VBZ feeling_VVG a_RR21 lot_RR22 better_RRR thank_VV0 you_PPY um_UH ..._... Well_RR listen_VV0 why_RRQ do_VD0 n't_XX you_PPY two_MC sit_VV0 down_RP and_CC and_CC we_PPIS2 'll_VM get_VVI you_PPY some_DD glasses_NN2 ..._... okay_RR ..._... STAT_VV0 !_!	0117.txt
402101	227	RACHEL	F	Rachel: Okay, listen, I'm thinking, why don't we just tell them who we really are? I mean, it'll be fine, I really think it'll be fine.	Okay, listen, I'm thinking, why don't we just tell them who we really are? I mean, it'll be fine, I really think it'll be fine.	Okay_RR listen_VV0 I_PPIS1 'm_VBM thinking_VVG why_RRQ do_VD0 n't_XX we_PPIS2 just_RR tell_VVI them_PPHO2 who_PNQS we_PPIS2 really_RR are_VBR ?_? I_PPIS1 mean_VV0 it_PPH1 'll_VM be_VBI fine_JJ I_PPIS1 really_RR think_VV0 it_PPH1 'll_VM be_VBI fine_JJ ._.	0117.txt
402201	227	MONICA	F	Monica: It will not be fine. We'll get in trouble.	It will not be fine. We'll get in trouble.	It_PPH1 will_VM not_XX be_VBI fine_JJ ._. We_PPIS2 'll_VM get_VVI in_II trouble_NN1 ._.	0117.txt
402301	227	RACHEL	F	Rachel: Oh, Monica! Would you stop being such a wuss?	Oh, Monica! Would you stop being such a wuss?	Oh_UH Monica_NP1 !_! Would_VM you_PPY stop_VVI being_VBG such_DA a_AT1 wuss_NN1 ?_?	0117.txt
402401	227	MONICA	F	Monica: A wuss? Excuse me for living in the real world, okay?	A wuss? Excuse me for living in the real world, okay?	A_ZZ1 wuss_VV0 ?_? Excuse_VV0 me_PPIO1 for_IF living_VVG in_II the_AT real_JJ world_NN1 okay_RR ?_?	0117.txt
402501	227	DR. MITCHELL	U	Dr. Mitchell: So?	So?	So_RR ?_?	0117.txt
402601	227	DR. ROSEN	U	Dr. Rosen: So... they sss-still seem normal.	So... they sss-still seem normal.	So_RR ..._... they_PPHS2 sss-still_JJ seem_VV0 normal_JJ ._.	0117.txt
402701	227	DR. MITCHELL	U	Dr. Mitchell: That's because they are.	That's because they are.	That_DD1 's_VBZ because_CS they_PPHS2 are_VBR ._.	0117.txt
402801	227	DR. ROSEN	U	Dr. Rosen: okay, but you have to admit that every time we go out... Women we meet at the hospital... It turns into...	okay, but you have to admit that every time we go out... Women we meet at the hospital... It turns into...	okay_RR but_CCB you_PPY have_VH0 to_TO admit_VVI that_CST every_AT1 time_NNT1 we_PPIS2 go_VV0 out_RP ..._... Women_NN2 we_PPIS2 meet_VV0 at_II the_AT hospital_NN1 ..._... It_PPH1 turns_VVZ into_II ..._...	0117.txt
402901	227	DR. MITCHELL	U	Dr. Mitchell: Willya relax? Look around. No pagan altars, no piles of bones in the corners, they're fine.  Go like this. (Dr. Rosen obeys.)	Willya relax? Look around. No pagan altars, no piles of bones in the corners, they're fine. Go like this.	Willya_NP1 relax_VV0 ?_? Look_VV0 around_RP ._. No_AT pagan_JJ altars_NN2 no_AT piles_NN2 of_IO bones_NN2 in_II the_AT corners_NN2 they_PPHS2 're_VBR fine_JJ ._. Go_VV0 like_II this_DD1 ._.	0117.txt
403001	227	MONICA	F	Monica: I said we are not going to do it, okay? Sometimes you can be such a, a big baby.	I said we are not going to do it, okay? Sometimes you can be such a, a big baby.	I_ZZ1 said_VVD we_PPIS2 are_VBR not_XX going_VVGK to_TO do_VDI it_PPH1 okay_RR ?_? Sometimes_RT you_PPY can_VM be_VBI such_DA a_AT1 a_AT1 big_JJ baby_NN1 ._.	0117.txt
403101	227	RACHEL	F	Rachel: I am not a baby! You know what? I swear to god, just because you get so uptight every time we...	I am not a baby! You know what? I swear to god, just because you get so uptight every time we...	I_PPIS1 am_VBM not_XX a_AT1 baby_NN1 !_! You_PPY know_VV0 what_DDQ ?_? I_PPIS1 swear_VV0 to_II god_NN1 just_RR because_CS you_PPY get_VV0 so_RG uptight_JJ every_AT1 time_NNT1 we_PPIS2 ..._...	0117.txt
403201	227	MONICA	F	Monica: Sure, every time, you're such a princess...	Sure, every time, you're such a princess...	Sure_JJ every_AT1 time_NNT1 you_PPY 're_VBR such_DA a_AT1 princess_NN1 ..._...	0117.txt
403301	227	RACHEL	F	Rachel: You know what?	You know what?	You_PPY know_VV0 what_DDQ ?_?	0117.txt
403401	227	MONICA	F	Monica: What?	What?	What_DDQ ?_?	0117.txt
403501	227	RACHEL	F	Rachel: You know what?	You know what?	You_PPY know_VV0 what_DDQ ?_?	0117.txt
403601	227	MONICA	F	Monica: What!?	What!?	What_DDQ !_! ?_?	0117.txt
403701	227	RACHEL	F	Rachel: You know what?	You know what?	You_PPY know_VV0 what_DDQ ?_?	0117.txt
403801	227	MONICA	F	Monica: What!?	What!?	What_DDQ !_! ?_?	0117.txt
403901	227	RACHEL	F	Rachel: Every day, you are becoming more and more like your mother.	Every day, you are becoming more and more like your mother.	Every_AT1 day_NNT1 you_PPY are_VBR becoming_VVG more_RRR and_CC more_RRR like_II your_APPGE mother_NN1 ._.	0117.txt
404001	227	RACHEL	F	Rachel: Hello! Here we go!	Hello! Here we go!	Hello_UH !_! Here_RL we_PPIS2 go_VV0 !_!	0117.txt
404101	227	DR. ROSEN	U	Dr. Rosen: This is a great place. How long have you lived here?	This is a great place. How long have you lived here?	This_DD1 is_VBZ a_AT1 great_JJ place_NN1 ._. How_RGQ long_RR have_VH0 you_PPY lived_VVN here_RL ?_?	0117.txt
404201	227	RACHEL	F	Rachel: Thanks! I've been here about six years, and Rachel moved in a few months ago.	Thanks! I've been here about six years, and Rachel moved in a few months ago.	Thanks_NN2 !_! I_PPIS1 've_VH0 been_VBN here_RL about_RG six_MC years_NNT2 and_CC Rachel_NP1 moved_VVD in_II a_AT1 few_DA2 months_NNT2 ago_RA ._.	0117.txt
404301	227	MONICA	F	Monica: Yeah... (joining the others) ..see, I was supposed to get married, but, um, I left the guy at the altar.	Yeah...see, I was supposed to get married, but, um, I left the guy at the altar.	Yeah_UH ..._... see_VV0 I_PPIS1 was_VBDZ supposed_JJ to_TO get_VVI married_VVN but_CCB um_UH I_PPIS1 left_VVD the_AT guy_NN1 at_II the_AT altar_NN1 ._.	0117.txt
404401	227	DR. MITCHELL	U	Dr. Mitchell: Really?	Really?	Really_RR ?_?	0117.txt
404501	227	MONICA	F	Monica: Yeah... Yeah, I know it's pretty selfish, but haha, hey, that's me. (Indicating a dish on the table) Why don't you try the hummus?	Yeah... Yeah, I know it's pretty selfish, but haha, hey, that's me. Why don't you try the hummus?	Yeah_UH ..._... Yeah_UH I_PPIS1 know_VV0 it_PPH1 's_VBZ pretty_RG selfish_JJ but_CCB haha_UH hey_UH that_DD1 's_VBZ me_PPIO1 ._. Why_RRQ do_VD0 n't_XX you_PPY try_VVI the_AT hummus_NN1 ?_?	0117.txt
404601	227	DR. ROSEN	U	Dr. Rosen: So, Monica, what do you do?	So, Monica, what do you do?	So_RR Monica_NP1 what_DDQ do_VD0 you_PPY do_VDI ?_?	0117.txt
404701	227	RACHEL	F	Rachel: Aahh, I'm a... chef at a restaurant uptown.	Aahh, I'm a... chef at a restaurant uptown.	Aahh_NP1 I_PPIS1 'm_VBM a_AT1 ..._... chef_NN1 at_II a_AT1 restaurant_NN1 uptown_RL ._.	0117.txt
404801	227	DR. ROSEN	U	Dr. Rosen: Good for you.	Good for you.	Good_JJ for_IF you_PPY ._.	0117.txt
404901	227	RACHEL	F	Rachel: Yeah it is, mostly because I get to boss people around, which I just love to do.	Yeah it is, mostly because I get to boss people around, which I just love to do.	Yeah_UH it_PPH1 is_VBZ mostly_RR because_CS I_PPIS1 get_VV0 to_TO boss_VVI people_NN around_RP which_DDQ I_PPIS1 just_RR love_VV0 to_TO do_VDI ._.	0117.txt
405001	227	DR. ROSEN	U	Dr. Rosen: This hummus is great.	This hummus is great.	This_DD1 hummus_NN1 is_VBZ great_JJ ._.	0117.txt
405101	227	DR. MITCHELL	U	Dr. Mitchell: God bless the chickpea.	God bless the chickpea.	God_NP1 bless_VV0 the_AT chickpea._NNU	0117.txt
405201	227	MONICA	F	Monica: (Suddenly laughing) Oh, god, I am so spoiled... That's it!	Oh, god, I am so spoiled... That's it!	Oh_UH god_NN1 I_PPIS1 am_VBM so_RR spoiled_VVN ..._... That_DD1 's_VBZ it_PPH1 !_!	0117.txt
405301	227	RACHEL	F	Rachel: And by the way, have I mentioned that back in high school, I was a cow?	And by the way, have I mentioned that back in high school, I was a cow?	And_CC by_II the_AT way_NN1 have_VH0 I_PPIS1 mentioned_VVN that_DD1 back_NN1 in_II high_JJ school_NN1 I_PPIS1 was_VBDZ a_AT1 cow_NN1 ?_?	0117.txt
405401	227	MONICA	F	Monica: I used to wet my bed.	I used to wet my bed.	I_PPIS1 used_VMK to_TO wet_VVI my_APPGE bed_NN1 ._.	0117.txt
405501	227	RACHEL	F	Rachel: I use my breasts to get other people's attention.	I use my breasts to get other people's attention.	I_ZZ1 use_VV0 my_APPGE breasts_NN2 to_TO get_VVI other_JJ people_NN 's_GE attention_NN1 ._.	0117.txt
405601	227	MONICA	F	Monica: (Revealing her anger to point at her best friend) We both do that!	We both do that!	We_PPIS2 both_RR do_VD0 that_DD1 !_!	0117.txt
405701	227	DR. MITCHELL	U	Dr. Mitchell: Monica and Rachel's apartment. Err yeh, aayah, yeh, just one second... (handing it to Monica) ..ah, Rachel, it's your dad.	Monica and Rachel's apartment. Err yeh, aayah, yeh, just one second...ah, Rachel, it's your dad.	Monica_NP1 and_CC Rachel_NP1 's_GE apartment_NN1 ._. Err_VV0 yeh_NN1 aayah_UH yeh_NN1 just_RR one_MC1 second_NNT1 ..._... ah_UH Rachel_NP1 it_PPH1 's_VBZ your_APPGE dad_NN1 ._.	0117.txt
405801	227	MONICA	F	Monica: Hi, Dad. No, no, it's me. (Getting up to move further away from Rachel) li-listen, Dad, I can't talk right now, um, but there's something, um... there's something that I've been meaning to tell you...	Hi, Dad. No, no, it's me. li-listen, Dad, I can't talk right now, um, but there's something, um... there's something that I've been meaning to tell you...	Hi_UH Dad_NN1 ._. No_UH no_UH it_PPH1 's_VBZ me._NNU li-listen_JJ Dad_NN1 I_PPIS1 ca_VM n't_XX talk_VVI right_RR now_RT um_UH but_CCB there_EX 's_VBZ something_PN1 um_UH ..._... there_EX 's_VBZ something_PN1 that_CST I_PPIS1 've_VH0 been_VBN meaning_VVG to_TO tell_VVI you_PPY ..._...	0117.txt
405901	227	RACHEL	F	Rachel: Would you excuse me for a second?	Would you excuse me for a second?	Would_VM you_PPY excuse_VVI me_PPIO1 for_IF a_AT1 second_NNT1 ?_?	0117.txt
406001	227	MONICA	F	Monica: Remember back in freshman year? (Talking fast before Rachel can catch her) Well, Billy Dreskin and I had sex on your bed.	Remember back in freshman year? Well, Billy Dreskin and I had sex on your bed.	Remember_VV0 back_RP in_II freshman_NN1 year_NNT1 ?_? Well_RR Billy_NP1 Dreskin_NP1 and_CC I_PPIS1 had_VHD sex_NN1 on_II your_APPGE bed_NN1 ._.	0117.txt
406101	228	RACHEL	F	Rachel: Daddy... Daddy... Daddy, why whyyy would I sleep with Billy Dreskin? His father tried to put you out of business! (Rachel turns to Monica, clasping the receiver to her bosom so Dr.Green can't hear, while mouthing You are...) ...dead!	Daddy... Daddy... Daddy, why whyyy would I sleep with Billy Dreskin? His father tried to put you out of business! ...dead!	Daddy_NN1 ..._... Daddy_NN1 ..._... Daddy_NN1 why_RRQ whyyy_NN1 would_VM I_PPIS1 sleep_VVI with_IW Billy_NP1 Dreskin_NP1 ?_? His_APPGE father_NN1 tried_VVD to_TO put_VVI you_PPY out_II21 of_II22 business_NN1 !_! ..._... dead_JJ !_!	0117.txt
406201	228	MONICA	F	Monica: Ross, he's got the remote again.	Ross, he's got the remote again.	Ross_NP1 he_PPHS1 's_VHZ got_VVN the_AT remote_JJ again_RT ._.	0117.txt
406301	228	ROSS	M	Ross: Good. Maybe he can switch it back.	Good. Maybe he can switch it back.	Good_JJ ._. Maybe_RR he_PPHS1 can_VM switch_VVI it_PPH1 back_RP ._.	0117.txt
406401	228	ROSS	M	Ross: Maybe not.	Maybe not.	Maybe_RR not_XX ._.	0117.txt
406501	228	RACHEL	F	Rachel: Hello?  Um, yeah, uh, (snapping her fingers at Ross who takes the remote from Marcel, then turns off the TV) Okay ah, hold on a second, lemme lemme just check and see if see if she's here.	Hello? Um, yeah, uh, Okay ah, hold on a second, lemme lemme just check and see if see if she's here.	Hello_UH ?_? Um_UH yeah_UH uh_UH Okay_RR ah_UH hold_VV0 on_II a_AT1 second_NNT1 lemme_NN1 lemme_NN1 just_RR check_VV0 and_CC see_VV0 if_CS see_VV0 if_CSW she_PPHS1 's_VBZ here_RL ._.	0117.txt
406601	228	RACHEL	F	Rachel: It's the woman from the hospital admissions office. She says there's a problem with the form. Oh, god, oh god...	It's the woman from the hospital admissions office. She says there's a problem with the form. Oh, god, oh god...	It_PPH1 's_VBZ the_AT woman_NN1 from_II the_AT hospital_NN1 admissions_NN2 office_NN1 ._. She_PPHS1 says_VVZ there_EX 's_VBZ a_AT1 problem_NN1 with_IW the_AT form_NN1 ._. Oh_UH god_NN1 oh_UH god_NN1 ..._...	0117.txt
406701	228	MONICA AND RACHEL	F	Rachel and Monica: Oh god, waddawe do, waddawe do, waddawe do?	Oh god, waddawe do, waddawe do, waddawe do?	Oh_UH god_NN1 waddawe_NN1 do_VD0 waddawe_NN1 do_VD0 waddawe_NN1 do_VD0 ?_?	0117.txt
406801	228	MONICA	F	Monica: I don't know! Why don't you just explain? What do they want? Find out what they want!	I don't know! Why don't you just explain? What do they want? Find out what they want!	I_PPIS1 do_VD0 n't_XX know_VVI !_! Why_RRQ do_VD0 n't_XX you_PPY just_RR explain_VVI ?_? What_DDQ do_VD0 they_PPHS2 want_VVI ?_? Find_VV0 out_RP what_DDQ they_PPHS2 want_VV0 !_!	0117.txt
406901	228	RACHEL	F	Rachel: Okay  no, you do it.	Okay no, you do it.	Okay_RR no_UH you_PPY do_VD0 it_PPH1 ._.	0117.txt
407001	228	MONICA	F	Monica: Hello, this is Monica... Yeah? Oh... (Smiles at Rachel to reassure her) Okay, yes, we'll be right, we'll be right down.(Listens) Thank you. (Hangs up)	Hello, this is Monica... Yeah? Oh... Okay, yes, we'll be right, we'll be right down. Thank you.	Hello_UH this_DD1 is_VBZ Monica_NP1 ..._... Yeah_UH ?_? Oh_UH ..._... Okay_RR yes_UH we_PPIS2 'll_VM be_VBI right_JJ we_PPIS2 'll_VM be_VBI right_JJ down_NN1 ._. Thank_VV0 you_PPY ._.	0117.txt
407101	228	RACHEL	F	Rachel: What?	What?	What_DDQ ?_?	0117.txt
407201	228	MONICA	F	Monica: We forgot to sign one of the admissions forms.	We forgot to sign one of the admissions forms.	We_PPIS2 forgot_VVD to_TO sign_VVI one_MC1 of_IO the_AT admissions_NN2 forms_NN2 ._.	0117.txt
407301	228	RACHEL	F	Rachel: Ohhh...  Okay, you were right. You were right! This was just not worth it.	Ohhh... Okay, you were right. You were right! This was just not worth it.	Ohhh_NN1 ..._... Okay_RR you_PPY were_VBDR right_JJ ._. You_PPY were_VBDR right_JJ !_! This_DD1 was_VBDZ just_RR not_XX worth_II it_PPH1 ._.	0117.txt
407401	228	MONICA	F	Monica: Thank you.	Thank you.	Thank_VV0 you_PPY ._.	0117.txt
407501	228	RACHEL	F	Rachel: Okay, let me just change.	Okay, let me just change.	Okay_RR let_VV0 me_PPIO1 just_RR change_VVI ._.	0117.txt
407601	228	MONICA	F	Monica: Yes.	Yes.	Yes_UH ._.	0117.txt
407701	228	JOEY	M	Joey: Hey.	Hey.	Hey_UH ._.	0117.txt
407801	228	CHANDLER AND ROSS	M	Ross and Chandler: Hey!	Hey!	Hey_UH !_!	0117.txt
407901	228	MONICA	F	Monica: Hi.	Hi.	Hi_UH ._.	0117.txt
408001	228	PHOEBE	F	Phoebe: Trouble?	Trouble?	Trouble_NN1 ?_?	0117.txt
408101	228	JOEY	M	Joey: Your sister stood me up the other night.	Your sister stood me up the other night.	Your_APPGE sister_NN1 stood_VVD me_PPIO1 up_RP the_AT other_JJ night_NNT1 ._.	0117.txt
408201	228	PHOEBE	F	Phoebe: Oh, no. Don't you hate it when people aren't there for you?	Oh, no. Don't you hate it when people aren't there for you?	Oh_UH no_UH ._. Do_VD0 n't_XX you_PPY hate_VVI it_PPH1 when_CS people_NN are_VBR n't_XX there_RL for_IF you_PPY ?_?	0117.txt
408301	228	ROSS	M	Ross: Well did you try calling her?	Well did you try calling her?	Well_RR did_VDD you_PPY try_VVI calling_VVG her_PPHO1 ?_?	0117.txt
408401	228	JOEY	M	Joey: I've been trying for two days. When I called the restaurant, they said she was too busy to talk. I can't believe she's blowin' me off.	I've been trying for two days. When I called the restaurant, they said she was too busy to talk. I can't believe she's blowin' me off.	I_ZZ1 've_VH0 been_VBN trying_VVG for_IF two_MC days_NNT2 ._. When_CS I_PPIS1 called_VVD the_AT restaurant_NN1 they_PPHS2 said_VVD she_PPHS1 was_VBDZ too_RG busy_JJ to_TO talk_VVI ._. I_PPIS1 ca_VM n't_XX believe_VVI she_PPHS1 's_VBZ blowin'_VVG me_PPIO1 off_RP ._.	0117.txt
408501	229	PHOEBE	F	Phoebe: Hey.	Hey.	Hey_UH ._.	0117.txt
408601	229	URSULA	F	Ursula: Oh!	Oh!	Oh_UH !_!	0117.txt
408701	229	PHOEBE	F	Phoebe: Um you, you got a minute?	Um you, you got a minute?	Um_UH you_PPY you_PPY got_VVD a_AT1 minute_NNT1 ?_?	0117.txt
408801	229	URSULA	F	Ursula: Um, yeah, I'm just...  ..working.	Um, yeah, I'm just...working.	Um_UH yeah_UH I_PPIS1 'm_VBM just_RR ..._... working_VVG ._.	0117.txt
408901	229	PHOEBE	F	Phoebe: So.	So.	So_RR ._.	0117.txt
409001	229	URSULA	F	Ursula: Uh-huh.	Uh-huh.	Uh-huh_UH ._.	0117.txt
409101	229	PHOEBE	F	Phoebe: Um, oh, I got you a birthday present.	Um, oh, I got you a birthday present.	Um_UH oh_UH I_PPIS1 got_VVD you_PPY a_AT1 birthday_NN1 present_NN1 ._.	0117.txt
409201	229	URSULA	F	Ursula: Oh, wow! You remembered!  Oh! It's a Judy Jetson thermos!	Oh, wow! You remembered! Oh! It's a Judy Jetson thermos!	Oh_UH wow_UH !_! You_PPY remembered_VVD !_! Oh_UH !_! It_PPH1 's_VBZ a_AT1 Judy_NP1 Jetson_NP1 thermos_NN1 !_!	0117.txt
409301	229	PHOEBE	F	Phoebe: Right, like the kind you...	Right, like the kind you...	Right_RR like_II the_AT kind_NN1 you_PPY ..._...	0117.txt
409401	229	URSULA	F	Ursula: Right... Oh, I got something for you, too.	Right... Oh, I got something for you, too.	Right_RR ..._... Oh_UH I_PPIS1 got_VVD something_PN1 for_IF you_PPY too_RR ._.	0117.txt
409501	229	PHOEBE	F	Phoebe: How'd you know I was coming?	How'd you know I was coming?	How_RRQ 'd_VM you_PPY know_VVI I_PPIS1 was_VBDZ coming_VVG ?_?	0117.txt
409601	229	URSULA	F	Ursula: Um, yeah, um, twin thing.	Um, yeah, um, twin thing.	Um_UH yeah_UH um_UH twin_NN1 thing_NN1 ._.	0117.txt
409701	229	PHOEBE	F	Phoebe: I can't believe you did this.	I can't believe you did this.	I_ZZ1 ca_VM n't_XX believe_VVI you_PPY did_VDD this_DD1 ._.	0117.txt
409801	229	PHOEBE	F	Phoebe: I can't believe you...  ..did this.	I can't believe you...did this.	I_ZZ1 ca_VM n't_XX believe_VVI you_PPY ..._... did_VDD this_DD1 ._.	0117.txt
409901	229	PHOEBE	F	Phoebe: So... What's the deal with umm, you and Joey?	So... What's the deal with umm, you and Joey?	So_RR ..._... What_DDQ 's_VBZ the_AT deal_NN1 with_IW umm_UH you_PPY and_CC Joey_NP1 ?_?	0117.txt
410001	229	URSULA	F	Ursula: Oh, right. He is so great. But that's over.	Oh, right. He is so great. But that's over.	Oh_UH right_RR ._. He_PPHS1 is_VBZ so_RG great_JJ ._. But_CCB that_DD1 's_VBZ over_RP ._.	0117.txt
410101	229	PHOEBE	F	Phoebe: Does he know?	Does he know?	Does_VDZ he_PPHS1 know_VVI ?_?	0117.txt
410201	229	URSULA	F	Ursula: Who?	Who?	Who_PNQS ?_?	0117.txt
410301	229	PHOEBE	F	Phoebe: Joey. You know, um, he's really nutsy about you.	Joey. You know, um, he's really nutsy about you.	Joey_NP1 ._. You_PPY know_VV0 um_UH he_PPHS1 's_VBZ really_RR nutsy_JJ about_II you_PPY ._.	0117.txt
410401	229	URSULA	F	Ursula: He is? Why?	He is? Why?	He_PPHS1 is_VBZ ?_? Why_RRQ ?_?	0117.txt
410501	229	PHOEBE	F	Phoebe: You got me.	You got me.	You_PPY got_VVD me._NNU	0117.txt
410601	229	URSULA	F	Ursula: Right.	Right.	Right_NN1 ._.	0117.txt
410701	229	URSULA	F	Ursula: Excuse me. Doesn't this come with a side salad?	Excuse me. Doesn't this come with a side salad?	Excuse_VV0 me_PPIO1 ._. Does_VDZ n't_XX this_DD1 come_VVI with_IW a_AT1 side_NN1 salad_NN1 ?_?	0117.txt
410801	229	PHOEBE	F	Phoebe: So, um, are you gonna call him?	So, um, are you gonna call him?	So_RR um_UH are_VBR you_PPY gon_VVGK na_TO call_VVI him_PPHO1 ?_?	0117.txt
